site_code,site_name,latitude,longitude,survey_date,depth,visibility,hour,reporting_name,species_total
BMKC2,Tzartus 116 R,48.9,-125.08,2023-06-10,3,3,10:05:00,Pycnopodia helianthoides,5
BMSC1,Dodger Channel,48.82894897,-125.1975708,2021-04-26,5.5,2,10:30:00,Acmaea mitra,17
BMSC1,Dodger Channel,48.82894897,-125.1975708,2021-04-26,5.5,2,10:30:00,Apostichopus californicus,26
BMSC1,Dodger Channel,48.82894897,-125.1975708,2021-04-26,5.5,2,10:30:00,Cancer productus,1
BMSC1,Dodger Channel,48.82894897,-125.1975708,2021-04-26,5.5,2,10:30:00,Ceratostoma foliatum,16
BMSC1,Dodger Channel,48.82894897,-125.1975708,2021-04-26,5.5,2,10:30:00,Crassadoma gigantea,2
BMSC1,Dodger Channel,48.82894897,-125.1975708,2021-04-26,5.5,2,10:30:00,Dermasterias imbricata,9
BMSC1,Dodger Channel,48.82894897,-125.1975708,2021-04-26,5.5,2,10:30:00,Haliotis kamtschatkana,8
BMSC1,Dodger Channel,48.82894897,-125.1975708,2021-04-26,5.5,2,10:30:00,Henricia leviuscula,8
BMSC1,Dodger Channel,48.82894897,-125.1975708,2021-04-26,5.5,2,10:30:00,Mesocentrotus franciscanus,308
BMSC1,Dodger Channel,48.82894897,-125.1975708,2021-04-26,5.5,2,10:30:00,Orthasterias koehleri,10
BMSC1,Dodger Channel,48.82894897,-125.1975708,2021-04-26,5.5,2,10:30:00,Patiria miniata,6
BMSC1,Dodger Channel,48.82894897,-125.1975708,2021-04-26,5.5,2,10:30:00,Pisaster ochraceus,1
BMSC1,Dodger Channel,48.82894897,-125.1975708,2021-04-26,5.5,2,10:30:00,Pomaulax gibberosus,196
BMSC1,Dodger Channel,48.82894897,-125.1975708,2021-04-26,5.5,2,10:30:00,Pugettia producta,1
BMSC1,Dodger Channel,48.82894897,-125.1975708,2021-04-26,5.5,2,10:30:00,Pycnopodia helianthoides,5
BMSC1,Dodger Channel,48.82894897,-125.1975708,2021-04-26,5.5,2,10:30:00,Strongylocentrotus purpuratus,1
BMSC1,Dodger Channel,48.82894897,-125.1975708,2021-04-26,6.5,2,12:17:00,Acmaea mitra,21
BMSC1,Dodger Channel,48.82894897,-125.1975708,2021-04-26,6.5,2,12:17:00,Apostichopus californicus,26
BMSC1,Dodger Channel,48.82894897,-125.1975708,2021-04-26,6.5,2,12:17:00,Ceratostoma foliatum,8
BMSC1,Dodger Channel,48.82894897,-125.1975708,2021-04-26,6.5,2,12:17:00,Crassadoma gigantea,1
BMSC1,Dodger Channel,48.82894897,-125.1975708,2021-04-26,6.5,2,12:17:00,Decapoda spp.,1
BMSC1,Dodger Channel,48.82894897,-125.1975708,2021-04-26,6.5,2,12:17:00,Dermasterias imbricata,10
BMSC1,Dodger Channel,48.82894897,-125.1975708,2021-04-26,6.5,2,12:17:00,Diaulula odonoghuei,2
BMSC1,Dodger Channel,48.82894897,-125.1975708,2021-04-26,6.5,2,12:17:00,Evasterias troschelii,1
BMSC1,Dodger Channel,48.82894897,-125.1975708,2021-04-26,6.5,2,12:17:00,Haliotis kamtschatkana,7
BMSC1,Dodger Channel,48.82894897,-125.1975708,2021-04-26,6.5,2,12:17:00,Henricia leviuscula,5
BMSC1,Dodger Channel,48.82894897,-125.1975708,2021-04-26,6.5,2,12:17:00,Mesocentrotus franciscanus,239
BMSC1,Dodger Channel,48.82894897,-125.1975708,2021-04-26,6.5,2,12:17:00,Montereina nobilis,1
BMSC1,Dodger Channel,48.82894897,-125.1975708,2021-04-26,6.5,2,12:17:00,Neverita lewisii,1
BMSC1,Dodger Channel,48.82894897,-125.1975708,2021-04-26,6.5,2,12:17:00,Orthasterias koehleri,7
BMSC1,Dodger Channel,48.82894897,-125.1975708,2021-04-26,6.5,2,12:17:00,Patiria miniata,4
BMSC1,Dodger Channel,48.82894897,-125.1975708,2021-04-26,6.5,2,12:17:00,Pomaulax gibberosus,53
BMSC1,Dodger Channel,48.82894897,-125.1975708,2021-04-26,6.5,2,12:17:00,Pugettia producta,1
BMSC1,Dodger Channel,48.82894897,-125.1975708,2021-04-26,6.5,2,12:17:00,Pycnopodia helianthoides,4
BMSC1,Dodger Channel,48.82894897,-125.1975708,2021-04-26,6.5,2,12:17:00,Triopha modesta,2
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,4.7,3,10:15:00,Acmaea mitra,57
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,4.7,3,10:15:00,Apostichopus californicus,4
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,4.7,3,10:15:00,Cancer productus,3
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,4.7,3,10:15:00,Ceratostoma foliatum,54
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,4.7,3,10:15:00,Crassadoma gigantea,6
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,4.7,3,10:15:00,Decapoda spp.,13
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,4.7,3,10:15:00,Dermasterias imbricata,3
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,4.7,3,10:15:00,Diodora aspera,1
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,4.7,3,10:15:00,Evasterias troschelii,1
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,4.7,3,10:15:00,Haliotis kamtschatkana,4
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,4.7,3,10:15:00,Henricia spp.,1
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,4.7,3,10:15:00,Mesocentrotus franciscanus,158
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,4.7,3,10:15:00,Orthasterias koehleri,3
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,4.7,3,10:15:00,Patiria miniata,10
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,4.7,3,10:15:00,Pomaulax gibberosus,163
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,4.7,3,10:15:00,Scyra acutifrons,3
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,4.7,3,10:15:00,Strongylocentrotus droebachiensis,1
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,4.7,3,10:15:00,Stylasterias forreri,14
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,5.5,3,10:15:00,Acmaea mitra,65
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,5.5,3,10:15:00,Antiopella fusca,1
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,5.5,3,10:15:00,Apostichopus californicus,13
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,5.5,3,10:15:00,Ceratostoma foliatum,22
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,5.5,3,10:15:00,Crassadoma gigantea,6
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,5.5,3,10:15:00,Decapoda spp.,8
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,5.5,3,10:15:00,Dermasterias imbricata,5
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,5.5,3,10:15:00,Diodora aspera,1
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,5.5,3,10:15:00,Evasterias troschelii,1
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,5.5,3,10:15:00,Haliotis kamtschatkana,12
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,5.5,3,10:15:00,Henricia pumila,5
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,5.5,3,10:15:00,Henricia spp.,1
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,5.5,3,10:15:00,Hermissenda crassicornis,6
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,5.5,3,10:15:00,Mesocentrotus franciscanus,255
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,5.5,3,10:15:00,Montereina nobilis,3
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,5.5,3,10:15:00,Orthasterias koehleri,15
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,5.5,3,10:15:00,Patiria miniata,44
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,5.5,3,10:15:00,Phyllolithodes papillosus,1
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,5.5,3,10:15:00,Pomaulax gibberosus,296
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,5.5,3,10:15:00,Pycnopodia helianthoides,2
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,5.5,3,10:15:00,Solaster dawsoni,1
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,5.5,3,10:15:00,Strongylocentrotus droebachiensis,1
BMSC1,Dodger Channel,48.82894897,-125.1975708,2022-05-04,5.5,3,10:15:00,Stylasterias forreri,13
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,5.5,1,09:54:00,Acanthodoris hudsoni,2
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,5.5,1,09:54:00,Acmaea mitra,50
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,5.5,1,09:54:00,Apostichopus californicus,10
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,5.5,1,09:54:00,Calliostoma ligatum,2
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,5.5,1,09:54:00,Cancer productus,1
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,5.5,1,09:54:00,Ceratostoma foliatum,12
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,5.5,1,09:54:00,Chorilia longipes,1
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,5.5,1,09:54:00,Decapoda spp.,19
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,5.5,1,09:54:00,Dermasterias imbricata,9
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,5.5,1,09:54:00,Diodora aspera,2
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,5.5,1,09:54:00,Dirona albolineata,1
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,5.5,1,09:54:00,Evasterias troschelii,4
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,5.5,1,09:54:00,Haliotis kamtschatkana,18
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,5.5,1,09:54:00,Henricia spp.,1
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,5.5,1,09:54:00,Hermissenda crassicornis,27
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,5.5,1,09:54:00,Mesocentrotus franciscanus,405
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,5.5,1,09:54:00,Oregonia gracilis,2
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,5.5,1,09:54:00,Orthasterias koehleri,6
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,5.5,1,09:54:00,Pagurus hemphilli,6
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,5.5,1,09:54:00,Patiria miniata,3
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,5.5,1,09:54:00,Pisaster ochraceus,6
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,5.5,1,09:54:00,Pomaulax gibberosus,134
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,5.5,1,09:54:00,Pycnopodia helianthoides,11
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,5.5,1,09:54:00,Scyra acutifrons,1
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,5.5,1,09:54:00,Strongylocentrotus purpuratus,1
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,5.5,1,09:54:00,Stylasterias forreri,3
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,5.5,1,09:54:00,Triopha modesta,1
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,8,1,09:54:00,Acmaea mitra,47
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,8,1,09:54:00,Apostichopus californicus,11
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,8,1,09:54:00,Ceratostoma foliatum,28
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,8,1,09:54:00,Crassadoma gigantea,2
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,8,1,09:54:00,Decapoda spp.,17
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,8,1,09:54:00,Dermasterias imbricata,10
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,8,1,09:54:00,Dirona albolineata,3
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,8,1,09:54:00,Doris montereyensis,1
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,8,1,09:54:00,Doris odhneri,1
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,8,1,09:54:00,Evasterias troschelii,13
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,8,1,09:54:00,Haliotis kamtschatkana,17
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,8,1,09:54:00,Henricia leviuscula,4
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,8,1,09:54:00,Henricia spp.,2
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,8,1,09:54:00,Hermissenda crassicornis,29
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,8,1,09:54:00,Megathura crenulata,1
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,8,1,09:54:00,Mesocentrotus franciscanus,236
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,8,1,09:54:00,Orthasterias koehleri,15
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,8,1,09:54:00,Patiria miniata,56
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,8,1,09:54:00,Pomaulax gibberosus,118
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,8,1,09:54:00,Pycnopodia helianthoides,7
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,8,1,09:54:00,Scyra acutifrons,1
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,8,1,09:54:00,Strongylocentrotus droebachiensis,1
BMSC1,Dodger Channel,48.82894897,-125.1975708,2023-05-15,8,1,09:54:00,Stylasterias forreri,12
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2021-04-30,4,4,12:50:00,Acmaea mitra,4
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2021-04-30,4,4,12:50:00,Apostichopus californicus,96
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2021-04-30,4,4,12:50:00,Cancer productus,2
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2021-04-30,4,4,12:50:00,Ceratostoma foliatum,4
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2021-04-30,4,4,12:50:00,Crassadoma gigantea,3
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2021-04-30,4,4,12:50:00,Dermasterias imbricata,20
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2021-04-30,4,4,12:50:00,Diaulula sandiegensis,1
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2021-04-30,4,4,12:50:00,Diodora aspera,3
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2021-04-30,4,4,12:50:00,Doris montereyensis,1
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2021-04-30,4,4,12:50:00,Evasterias troschelii,13
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2021-04-30,4,4,12:50:00,Haliotis kamtschatkana,1
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2021-04-30,4,4,12:50:00,Henricia leviuscula,2
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2021-04-30,4,4,12:50:00,Henricia pumila,1
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2021-04-30,4,4,12:50:00,Mesocentrotus franciscanus,362
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2021-04-30,4,4,12:50:00,Oregonia gracilis,1
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2021-04-30,4,4,12:50:00,Orthasterias koehleri,3
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2021-04-30,4,4,12:50:00,Patiria miniata,72
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2021-04-30,4,4,12:50:00,Pisaster ochraceus,1
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2021-04-30,4,4,12:50:00,Pomaulax gibberosus,4
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2021-04-30,4,4,12:50:00,Romaleon antennarium,1
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2021-04-30,4,4,12:50:00,Scyra acutifrons,1
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2022-05-05,5,2,11:10:00,Acmaea mitra,10
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2022-05-05,5,2,11:10:00,Apostichopus californicus,84
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2022-05-05,5,2,11:10:00,Ceratostoma foliatum,8
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2022-05-05,5,2,11:10:00,Crassadoma gigantea,17
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2022-05-05,5,2,11:10:00,Dermasterias imbricata,11
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2022-05-05,5,2,11:10:00,Diaulula sandiegensis,5
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2022-05-05,5,2,11:10:00,Diodora aspera,37
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2022-05-05,5,2,11:10:00,Evasterias troschelii,3
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2022-05-05,5,2,11:10:00,Haliotis kamtschatkana,35
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2022-05-05,5,2,11:10:00,Henricia pumila,1
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2022-05-05,5,2,11:10:00,Henricia spp.,5
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2022-05-05,5,2,11:10:00,Mesocentrotus franciscanus,355
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2022-05-05,5,2,11:10:00,Orthasterias koehleri,28
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2022-05-05,5,2,11:10:00,Patiria miniata,121
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2022-05-05,5,2,11:10:00,Pomaulax gibberosus,2
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2022-05-05,5,2,11:10:00,Pugettia richii,2
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2022-05-05,5,2,11:10:00,Scyra acutifrons,6
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2022-05-05,5,2,11:10:00,Stylasterias forreri,1
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2023-05-09,4,2,10:23:00,Acmaea mitra,5
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2023-05-09,4,2,10:23:00,Apostichopus californicus,106
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2023-05-09,4,2,10:23:00,Ceratostoma foliatum,10
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2023-05-09,4,2,10:23:00,Crassadoma gigantea,4
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2023-05-09,4,2,10:23:00,Dermasterias imbricata,12
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2023-05-09,4,2,10:23:00,Diodora aspera,7
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2023-05-09,4,2,10:23:00,Evasterias troschelii,4
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2023-05-09,4,2,10:23:00,Haliotis kamtschatkana,8
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2023-05-09,4,2,10:23:00,Mesocentrotus franciscanus,201
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2023-05-09,4,2,10:23:00,Orthasterias koehleri,16
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2023-05-09,4,2,10:23:00,Patiria miniata,70
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2023-05-09,4,2,10:23:00,Pisaster ochraceus,3
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2023-05-09,4,2,10:23:00,Pomaulax gibberosus,11
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2023-05-09,4,2,10:23:00,Pugettia gracilis,3
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2023-05-09,4,2,10:23:00,Pugettia producta,2
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2023-05-09,4,2,10:23:00,Pugettia richii,1
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2023-05-09,4,2,10:23:00,Pycnopodia helianthoides,18
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2023-05-09,4,2,10:23:00,Scyra acutifrons,5
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2023-05-09,4,2,10:23:00,Strongylocentrotus droebachiensis,1
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2023-06-14,2.7,4,10:14:00,Apostichopus californicus,27
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2023-06-14,2.7,4,10:14:00,Cancer productus,1
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2023-06-14,2.7,4,10:14:00,Ceratostoma foliatum,6
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2023-06-14,2.7,4,10:14:00,Crassadoma gigantea,4
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2023-06-14,2.7,4,10:14:00,Dermasterias imbricata,14
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2023-06-14,2.7,4,10:14:00,Diodora aspera,18
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2023-06-14,2.7,4,10:14:00,Evasterias troschelii,6
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2023-06-14,2.7,4,10:14:00,Haliotis kamtschatkana,47
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2023-06-14,2.7,4,10:14:00,Henricia spp.,1
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2023-06-14,2.7,4,10:14:00,Mesocentrotus franciscanus,126
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2023-06-14,2.7,4,10:14:00,Oregonia gracilis,6
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2023-06-14,2.7,4,10:14:00,Orthasterias koehleri,8
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2023-06-14,2.7,4,10:14:00,Patiria miniata,92
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2023-06-14,2.7,4,10:14:00,Pisaster ochraceus,1
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2023-06-14,2.7,4,10:14:00,Pomaulax gibberosus,41
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2023-06-14,2.7,4,10:14:00,Pugettia gracilis,7
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2023-06-14,2.7,4,10:14:00,Pycnopodia helianthoides,3
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2023-06-14,2.7,4,10:14:00,Strongylocentrotus droebachiensis,1
BMSC10,Ross Islets Slug Island,48.87051773,-125.160347,2023-06-14,2.7,4,10:14:00,Strongylocentrotus purpuratus,4
BMSC11,Wizard Island South,48.85746765,-125.1582336,2021-05-03,5.5,7,10:30:00,Acmaea mitra,6
BMSC11,Wizard Island South,48.85746765,-125.1582336,2021-05-03,5.5,7,10:30:00,Apostichopus californicus,45
BMSC11,Wizard Island South,48.85746765,-125.1582336,2021-05-03,5.5,7,10:30:00,Cadlina luteomarginata,2
BMSC11,Wizard Island South,48.85746765,-125.1582336,2021-05-03,5.5,7,10:30:00,Ceratostoma foliatum,8
BMSC11,Wizard Island South,48.85746765,-125.1582336,2021-05-03,5.5,7,10:30:00,Crassadoma gigantea,12
BMSC11,Wizard Island South,48.85746765,-125.1582336,2021-05-03,5.5,7,10:30:00,Decapoda spp.,4
BMSC11,Wizard Island South,48.85746765,-125.1582336,2021-05-03,5.5,7,10:30:00,Dendronotus iris,7
BMSC11,Wizard Island South,48.85746765,-125.1582336,2021-05-03,5.5,7,10:30:00,Dermasterias imbricata,6
BMSC11,Wizard Island South,48.85746765,-125.1582336,2021-05-03,5.5,7,10:30:00,Diaulula odonoghuei,1
BMSC11,Wizard Island South,48.85746765,-125.1582336,2021-05-03,5.5,7,10:30:00,Dirona albolineata,3
BMSC11,Wizard Island South,48.85746765,-125.1582336,2021-05-03,5.5,7,10:30:00,Evasterias troschelii,2
BMSC11,Wizard Island South,48.85746765,-125.1582336,2021-05-03,5.5,7,10:30:00,Haliotis kamtschatkana,2
BMSC11,Wizard Island South,48.85746765,-125.1582336,2021-05-03,5.5,7,10:30:00,Henricia leviuscula,7
BMSC11,Wizard Island South,48.85746765,-125.1582336,2021-05-03,5.5,7,10:30:00,Hermissenda crassicornis,45
